Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
3,Hf Mo Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1600000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,1045000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,855000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,404000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1575000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,825000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1173,728000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,635000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1373,397000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,187000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1512000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,1007000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,814000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Mo Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,556000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,298,1058000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,873,561000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1073,552000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1273,548000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1473,506000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1673,421000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1873,405000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,298,1246000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,873,862000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1073,846000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1273,842000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1473,735000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1673,656000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1873,477000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta Ti W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,298,1343000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta Ti W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,873,689000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta Ti W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1073,674000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta Ti W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1273,620000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta Ti W,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1473,586000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V Ti,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,298,1515000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V Ti,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,873,973000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V Ti,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1073,791000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V Ti,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1273,753000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Mo Nb Ta W V Ti,BCC,?,None,tensile yield strength,EXP,strain rate 1e-3,1473,659000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,300,435000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,400,352000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,573,300000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,723,230000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,900,200000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1050,191000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ta90 W10,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1223,160000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73.5 Ti18.1 W8.4,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,296,849000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73.5 Ti18.1 W8.4,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,420000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73.5 Ti18.1 W8.4,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,389000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73.5 Ti18.1 W8.4,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,348000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73.5 Ti18.1 W8.4,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,194000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73 Mo9.2 Ti17.8,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,296,521000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73 Mo9.2 Ti17.8,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,230000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73 Mo9.2 Ti17.8,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,207000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73 Mo9.2 Ti17.8,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,170000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Nb73 Mo9.2 Ti17.8,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,97000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,300,799000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,400,728000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,500,712000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,550,699000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,600,651000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,650,581000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,700,449000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,750,369000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Fe Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,800,304000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ni Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,300,417000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ni Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,673,309000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ni Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,85000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Ni Al,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,59000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,300,334000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,473,499000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,573,591000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,673,514000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,773,438000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,873,341000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,973,104000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Ti,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,84000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,300,138000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,473,181000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,573,246000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,673,241000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,773,215000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,873,155000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co Zr,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,973,96000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,300,315000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,473,270000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,573,287000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,673,294000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,773,393000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,873,331000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,973,257000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Co49.7 Hf50.3,B2,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,151000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,547000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1040000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,53.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,507000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1019000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,71.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,504000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1046000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,69.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,481000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,999000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,77.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,427000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,911000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Al1 Co33 Ni33 V33,FCC,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,78.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,797000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1245000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,36.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,649000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1175000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1273 K for 10 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,64.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,632000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1168000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1323 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,66.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,538000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1125000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1373 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,68.0,None,%,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,504000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,972000000.0,None,Pa,T1,10.1016/j.jallcom.2024.175794
4,Nb1 Co33 Ni33 V33,FCC+Sigma,H+CW+A+WQ,Arc melting. Remelted at least five times. Homogenized at 1373 K for 8 h followed by water quenching. Cold-rolled to 65 % thickness reduction. Annealed at 1473 K for 1 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,71.0,None,%,T1,10.1016/j.jallcom.2024.175794
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, and then isothermally aged at 973 K for 10 h, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,787000000.0,None,Pa,p3886,10.1016/j.jmrt.2024.07.104
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, and then isothermally aged at 973 K for 10 h, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1235000000.0,None,Pa,p3886,10.1016/j.jmrt.2024.07.104
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, and then isothermally aged at 973 K for 10 h, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,28.3,None,%,p3886,10.1016/j.jmrt.2024.07.104
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC+BCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, followed by water quenching.,tensile yield strength,EXP,strain rate 1e-3,298,1187000000.0,None,Pa,p3886,10.1016/j.jmrt.2024.07.104
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC+BCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, followed by water quenching.,ultimate tensile strength,EXP,strain rate 1e-3,298,1560000000.0,None,Pa,p3886,10.1016/j.jmrt.2024.07.104
5,Ni50 Cr20 Fe20 Al5 Ti5,FCC+BCC,CW+A+WQ,Arc melting. Remelted at least five times. Cold-rolled 80%. Annealed at 1323 K for 15 min, followed by water quenching.,tensile ductility,EXP,strain rate 1e-3,298,16.6,None,%,p3886,10.1016/j.jmrt.2024.07.104
6,Al5 Ti5 Co30 Cr30 Ni30,FCC,AM,Powder Plasma Arc Additive Manufacturing,tensile yield strength,EXP,displacement rate of 0.6 mm/min,298,665000000.0,8000000.0,Pa,T1,10.1016/j.jmrt.2024.07.106
6,Al5 Ti5 Co30 Cr30 Ni30,FCC,AM,Powder Plasma Arc Additive Manufacturing,ultimate tensile strength,EXP,displacement rate of 0.6 mm/min,298,898000000.0,4000000.0,Pa,T1,10.1016/j.jmrt.2024.07.106
6,Al5 Ti5 Co30 Cr30 Ni30,FCC,AM,Powder Plasma Arc Additive Manufacturing,tensile ductility,EXP,displacement rate of 0.6 mm/min,298,19.3,0.4,%,T1,10.1016/j.jmrt.2024.07.106
6,Al5 Ti5 Co30 Cr30 Ni30,FCC,AM+A+WQ+AT+WQ,Powder Plasma Arc Additive Manufacturing. Heat-treated at 1200 C for 10 h and quenched in water, then aging-treated at 700 C for 1.5 h and quenched in water (HT-AT),tensile yield strength,EXP,displacement rate of 0.6 mm/min,298,733000000.0,2000000.0,Pa,T1,10.1016/j.jmrt.2024.07.106
